id,url_id,user_id,event_type,timestamp,details
111,111,152,created,2025-12-19 05:45:08,"{""short_code"":""UY8vNp"",""original_url"":""https://seeded.app/amber/signal/111""}"
112,112,73,created,2025-05-08 15:18:32,"{""short_code"":""unWJHt"",""original_url"":""https://opswise.net/opal/network/112""}"
113,113,148,created,2025-03-24 18:37:02,"{""short_code"":""j7lswn"",""original_url"":""https://example.com/mellow/river/113""}"
114,114,240,created,2025-12-23 12:16:38,"{""short_code"":""otrTuJ"",""original_url"":""https://example.com/urban/uplink/114""}"
115,115,345,created,2026-02-18 04:18:32,"{""short_code"":""lPC1kV"",""original_url"":""https://example.com/brisk/engine/115""}"
116,116,360,created,2025-07-03 20:10:23,"{""short_code"":""t8wc42"",""original_url"":""https://acme.dev/proud/yard/116""}"
117,117,317,created,2025-03-24 19:21:23,"{""short_code"":""Cd2wcG"",""original_url"":""https://relay.cloud/ivory/trail/117""}"
118,118,29,created,2025-10-08 16:08:39,"{""short_code"":""cTWg6j"",""original_url"":""https://opswise.net/clear/island/118""}"
119,119,237,created,2025-10-02 23:17:29,"{""short_code"":""MOdvpy"",""original_url"":""https://relay.cloud/navy/zenith/119""}"
120,120,124,created,2025-05-02 22:13:36,"{""short_code"":""AcHYwH"",""original_url"":""https://acme.dev/keen/yard/120""}"
121,121,28,created,2025-11-18 16:26:53,"{""short_code"":""KJ8FAD"",""original_url"":""https://acme.dev/clear/river/121""}"
122,122,344,created,2025-06-02 22:56:28,"{""short_code"":""eA31tW"",""original_url"":""https://hackstack.io/quiet/window/122""}"
123,123,375,created,2025-05-09 02:32:13,"{""short_code"":""DpwRHJ"",""original_url"":""https://seeded.app/brisk/anchor/123""}"
124,124,268,created,2025-03-01 22:10:28,"{""short_code"":""YqoX6R"",""original_url"":""https://example.com/proud/pioneer/124""}"
125,125,385,created,2025-09-08 22:16:15,"{""short_code"":""IxcXOu"",""original_url"":""https://relay.cloud/opal/lagoon/125""}"
126,126,297,created,2026-01-21 19:10:56,"{""short_code"":""B0yAm9"",""original_url"":""https://hackstack.io/ember/engine/126""}"
127,127,170,created,2025-09-01 22:45:48,"{""short_code"":""MyoUfj"",""original_url"":""https://example.com/quiet/harvest/127""}"
128,128,22,created,2025-09-04 15:10:40,"{""short_code"":""sixPXE"",""original_url"":""https://example.com/forest/canyon/128""}"
129,129,60,created,2025-05-21 18:14:28,"{""short_code"":""4XAmi9"",""original_url"":""https://hackstack.io/amber/zenith/129""}"
130,130,87,created,2025-02-11 14:40:42,"{""short_code"":""mEJ3vP"",""original_url"":""https://relay.cloud/vivid/garden/130""}"
131,131,135,created,2026-02-01 13:15:04,"{""short_code"":""cpsCkx"",""original_url"":""https://relay.cloud/opal/anchor/131""}"
132,132,157,created,2025-02-21 22:50:47,"{""short_code"":""z9szVd"",""original_url"":""https://example.com/clear/quartz/132""}"
133,133,270,created,2025-01-13 19:57:04,"{""short_code"":""IIdVW8"",""original_url"":""https://example.com/calm/canyon/133""}"
134,134,93,created,2025-08-01 16:44:21,"{""short_code"":""nV7sYP"",""original_url"":""https://relay.cloud/navy/island/134""}"
135,135,67,created,2025-05-21 00:04:27,"{""short_code"":""eEokIQ"",""original_url"":""https://acme.dev/dawn/window/135""}"
136,136,185,created,2025-03-17 08:10:47,"{""short_code"":""POVNld"",""original_url"":""https://relay.cloud/mellow/network/136""}"
137,137,338,created,2025-08-31 00:51:02,"{""short_code"":""FNBdUc"",""original_url"":""https://seeded.app/tidy/journey/137""}"
138,138,376,created,2025-11-04 15:55:18,"{""short_code"":""Fbpkay"",""original_url"":""https://hackstack.io/forest/yard/138""}"
139,139,265,created,2025-01-13 08:24:32,"{""short_code"":""8BAXKz"",""original_url"":""https://example.com/dawn/anchor/139""}"
140,140,317,created,2025-05-19 23:13:19,"{""short_code"":""Bvc83X"",""original_url"":""https://acme.dev/dawn/zenith/140""}"
141,141,194,created,2025-12-20 09:46:39,"{""short_code"":""gNhImT"",""original_url"":""https://opswise.net/vivid/delta/141""}"
142,142,302,created,2025-03-20 12:10:01,"{""short_code"":""EokBnD"",""original_url"":""https://opswise.net/forest/uplink/142""}"
143,143,241,created,2025-07-26 23:06:48,"{""short_code"":""FkwMq4"",""original_url"":""https://acme.dev/vivid/island/143""}"
144,144,73,created,2026-02-17 15:07:44,"{""short_code"":""K2xA27"",""original_url"":""https://opswise.net/proud/anchor/144""}"
145,145,291,created,2025-05-16 05:19:26,"{""short_code"":""CODwDU"",""original_url"":""https://seeded.app/rapid/field/145""}"
146,146,155,created,2025-06-23 08:43:52,"{""short_code"":""UXOOAy"",""original_url"":""https://seeded.app/lively/river/146""}"
147,147,263,created,2025-06-17 10:55:13,"{""short_code"":""KjYjZ4"",""original_url"":""https://relay.cloud/urban/canyon/147""}"
148,148,336,created,2025-03-06 11:34:04,"{""short_code"":""IhcBSW"",""original_url"":""https://example.com/calm/quartz/148""}"
149,149,338,created,2025-01-24 21:47:48,"{""short_code"":""xVqSyh"",""original_url"":""https://relay.cloud/amber/field/149""}"
150,150,351,created,2026-01-19 18:32:13,"{""short_code"":""8kYB6g"",""original_url"":""https://example.com/clear/valley/150""}"
151,151,253,created,2025-04-11 22:44:16,"{""short_code"":""qqFNOs"",""original_url"":""https://relay.cloud/vivid/garden/151""}"
152,152,261,created,2025-07-18 11:36:14,"{""short_code"":""caYwGV"",""original_url"":""https://relay.cloud/brisk/lagoon/152""}"
153,153,110,created,2025-07-01 20:13:41,"{""short_code"":""buEkQD"",""original_url"":""https://example.com/vivid/meadow/153""}"
154,154,29,created,2026-02-19 23:13:24,"{""short_code"":""YGeqrI"",""original_url"":""https://acme.dev/ember/harvest/154""}"
155,155,311,created,2025-02-01 12:09:20,"{""short_code"":""3EzXCy"",""original_url"":""https://seeded.app/quiet/valley/155""}"
156,156,110,created,2025-11-17 04:03:40,"{""short_code"":""yrlROJ"",""original_url"":""https://acme.dev/calm/window/156""}"
157,157,219,created,2025-01-16 04:11:53,"{""short_code"":""6sBqE1"",""original_url"":""https://opswise.net/keen/zenith/157""}"
158,158,50,created,2025-05-04 21:42:34,"{""short_code"":""39TIKb"",""original_url"":""https://relay.cloud/clear/beacon/158""}"
159,159,94,created,2025-02-25 00:22:44,"{""short_code"":""aqDbeZ"",""original_url"":""https://relay.cloud/ivory/lagoon/159""}"
160,160,334,created,2025-02-26 09:10:06,"{""short_code"":""EKONPH"",""original_url"":""https://seeded.app/proud/quartz/160""}"
161,161,267,created,2026-01-26 08:09:55,"{""short_code"":""m32nDv"",""original_url"":""https://opswise.net/ivory/beacon/161""}"
162,162,54,created,2025-09-20 10:50:07,"{""short_code"":""KlTD8O"",""original_url"":""https://relay.cloud/ivory/pioneer/162""}"
163,163,118,created,2025-12-04 17:58:14,"{""short_code"":""sQ2Ww4"",""original_url"":""https://acme.dev/proud/window/163""}"
164,164,124,created,2025-01-26 02:12:02,"{""short_code"":""hFonEs"",""original_url"":""https://acme.dev/warm/network/164""}"
165,165,381,created,2025-09-14 22:52:46,"{""short_code"":""4SEuRx"",""original_url"":""https://relay.cloud/urban/canyon/165""}"
166,166,289,created,2025-08-20 16:35:38,"{""short_code"":""mLj8n2"",""original_url"":""https://example.com/jade/field/166""}"
167,167,26,created,2025-12-14 08:45:08,"{""short_code"":""dyvRJi"",""original_url"":""https://seeded.app/dawn/valley/167""}"
168,168,278,created,2025-07-25 05:43:37,"{""short_code"":""ykE5Dr"",""original_url"":""https://example.com/calm/meadow/168""}"
169,169,130,created,2025-04-03 13:14:13,"{""short_code"":""YO1X8H"",""original_url"":""https://hackstack.io/harbor/journey/169""}"
170,170,49,created,2026-01-29 00:42:52,"{""short_code"":""M5rsaj"",""original_url"":""https://opswise.net/forest/trail/170""}"
171,171,248,created,2025-11-09 18:48:46,"{""short_code"":""BAmvAV"",""original_url"":""https://hackstack.io/dawn/river/171""}"
172,172,283,created,2025-12-24 16:56:05,"{""short_code"":""SDmdNZ"",""original_url"":""https://relay.cloud/cobalt/window/172""}"
173,173,80,created,2025-11-24 23:52:45,"{""short_code"":""Hf8Xvj"",""original_url"":""https://example.com/ember/network/173""}"
174,174,20,created,2025-07-07 06:32:30,"{""short_code"":""1jNi3N"",""original_url"":""https://opswise.net/tidy/meadow/174""}"
175,175,141,created,2026-01-25 14:59:11,"{""short_code"":""1U7CWg"",""original_url"":""https://relay.cloud/clear/field/175""}"
176,176,378,created,2025-09-11 00:11:29,"{""short_code"":""tgyIsO"",""original_url"":""https://relay.cloud/navy/zenith/176""}"
177,177,145,created,2025-01-03 04:18:27,"{""short_code"":""DvBNTo"",""original_url"":""https://acme.dev/tidy/engine/177""}"
178,178,220,created,2025-07-11 15:53:21,"{""short_code"":""I7fvri"",""original_url"":""https://acme.dev/brisk/uplink/178""}"
179,179,354,created,2025-10-10 02:46:25,"{""short_code"":""rBu70A"",""original_url"":""https://hackstack.io/keen/beacon/179""}"
180,180,74,created,2025-10-10 01:39:52,"{""short_code"":""hvOe9i"",""original_url"":""https://opswise.net/quiet/trail/180""}"
181,181,350,created,2025-01-13 08:59:20,"{""short_code"":""GxNKln"",""original_url"":""https://opswise.net/ember/river/181""}"
182,182,61,created,2025-09-18 22:46:14,"{""short_code"":""nzBJ1t"",""original_url"":""https://relay.cloud/navy/uplink/182""}"
183,183,58,created,2025-06-22 00:30:29,"{""short_code"":""2jBGGO"",""original_url"":""https://acme.dev/cobalt/river/183""}"
184,184,15,created,2025-02-11 08:13:41,"{""short_code"":""loae6H"",""original_url"":""https://acme.dev/proud/zenith/184""}"
185,185,115,created,2025-05-22 12:47:13,"{""short_code"":""QbBMHF"",""original_url"":""https://relay.cloud/ivory/kernel/185""}"
186,186,274,created,2025-06-12 20:24:44,"{""short_code"":""tXwIuP"",""original_url"":""https://hackstack.io/ivory/delta/186""}"
187,187,313,created,2025-04-30 17:26:12,"{""short_code"":""qi1G9a"",""original_url"":""https://hackstack.io/amber/pioneer/187""}"
188,188,198,created,2025-06-02 23:00:30,"{""short_code"":""nx1LGu"",""original_url"":""https://hackstack.io/clear/canyon/188""}"
189,189,16,created,2025-09-06 19:27:16,"{""short_code"":""RyJnLs"",""original_url"":""https://relay.cloud/amber/harvest/189""}"
190,190,124,created,2025-03-07 12:58:44,"{""short_code"":""iIsHp6"",""original_url"":""https://hackstack.io/amber/lagoon/190""}"
191,191,39,created,2025-06-13 09:41:49,"{""short_code"":""clGvUc"",""original_url"":""https://acme.dev/quiet/trail/191""}"
192,192,90,created,2025-05-14 21:18:01,"{""short_code"":""SBqXDC"",""original_url"":""https://seeded.app/opal/river/192""}"
193,193,179,created,2025-07-14 22:09:51,"{""short_code"":""nOJsB5"",""original_url"":""https://hackstack.io/mellow/pioneer/193""}"
194,194,240,created,2025-12-21 11:58:41,"{""short_code"":""uX07Yu"",""original_url"":""https://example.com/mellow/delta/194""}"
195,195,73,created,2025-08-17 15:33:07,"{""short_code"":""xREs2l"",""original_url"":""https://hackstack.io/harbor/harvest/195""}"
196,196,156,created,2025-06-23 17:04:41,"{""short_code"":""CqsmOS"",""original_url"":""https://hackstack.io/forest/kernel/196""}"
197,197,66,created,2025-09-07 21:39:24,"{""short_code"":""izICXH"",""original_url"":""https://hackstack.io/opal/meadow/197""}"
198,198,229,created,2025-07-21 03:57:57,"{""short_code"":""qZdMHo"",""original_url"":""https://hackstack.io/tidy/orbit/198""}"
199,199,280,created,2025-11-18 18:46:59,"{""short_code"":""kWbETR"",""original_url"":""https://seeded.app/gold/network/199""}"
200,200,36,created,2025-10-28 11:58:24,"{""short_code"":""DKXFZH"",""original_url"":""https://opswise.net/urban/window/200""}"
201,201,48,created,2025-02-13 12:40:10,"{""short_code"":""u4Uqz0"",""original_url"":""https://relay.cloud/keen/engine/201""}"
202,202,356,created,2025-03-03 12:35:44,"{""short_code"":""lOjhg7"",""original_url"":""https://relay.cloud/proud/yard/202""}"
203,203,295,created,2025-08-15 18:19:53,"{""short_code"":""YUVpsw"",""original_url"":""https://example.com/navy/meadow/203""}"
204,204,121,created,2025-01-18 08:16:28,"{""short_code"":""bdL2t0"",""original_url"":""https://opswise.net/gold/orbit/204""}"
205,205,33,created,2025-10-14 19:56:44,"{""short_code"":""sSTLQp"",""original_url"":""https://hackstack.io/cobalt/window/205""}"
206,206,252,created,2025-05-13 14:26:37,"{""short_code"":""yjEOwK"",""original_url"":""https://acme.dev/opal/island/206""}"
207,207,199,created,2026-02-05 12:36:07,"{""short_code"":""87geRt"",""original_url"":""https://relay.cloud/navy/canyon/207""}"
208,208,227,created,2026-02-17 10:00:54,"{""short_code"":""OMzAlR"",""original_url"":""https://seeded.app/gold/yard/208""}"
209,209,31,created,2026-01-17 17:57:34,"{""short_code"":""b04bdC"",""original_url"":""https://relay.cloud/jade/network/209""}"
210,210,155,created,2025-10-04 14:19:06,"{""short_code"":""W3nW3e"",""original_url"":""https://relay.cloud/quiet/meadow/210""}"
211,211,266,created,2025-07-08 11:46:33,"{""short_code"":""W7IUF2"",""original_url"":""https://relay.cloud/opal/pioneer/211""}"
212,212,377,created,2025-02-21 07:27:45,"{""short_code"":""A8qeDp"",""original_url"":""https://example.com/rapid/island/212""}"
213,213,169,created,2025-12-14 14:40:19,"{""short_code"":""sUXqSC"",""original_url"":""https://acme.dev/warm/yard/213""}"
214,214,369,created,2025-03-05 06:34:17,"{""short_code"":""8Kb1xu"",""original_url"":""https://example.com/tidy/valley/214""}"
215,215,109,created,2025-09-11 11:13:32,"{""short_code"":""4uqrvA"",""original_url"":""https://hackstack.io/jade/engine/215""}"
216,216,175,created,2025-09-29 16:43:46,"{""short_code"":""K0sJfk"",""original_url"":""https://example.com/mellow/delta/216""}"
